GI number	Length	Count
GI:15224366	91	3
GI:15224368	449	40
GI:42571217	449	36
GI:15224372	449	35
GI:42569902	479	39
GI:42571219	479	42
GI:15224377	405	50
GI:238479564	101	1
GI:15224380	384	50
GI:186507868	41	0
GI:15224381	394	50
GI:15224383	392	50
GI:240254645	1316	15
GI:238479568	163	7
GI:15224785	227	7
GI:145331123	246	7
GI:238479570	144	7
GI:186507884	200	7
GI:15224786	227	7
GI:15224787	204	2
GI:30689545	226	7
GI:30689549	289	2
GI:42571221	280	3
GI:42570420	333	3
GI:18406405	343	3
GI:42569904	442	1
GI:18406414	545	6
GI:30689565	529	6
GI:30689569	488	1
GI:15224793	632	1
GI:15224794	209	1
GI:15224805	101	2
GI:18406426	507	2
GI:15224807	380	45
GI:18406430	347	3
GI:15224809	227	1
GI:15224810	325	2
GI:30689599	325	2
GI:18406440	214	4
GI:42571223	214	4
GI:186507921	333	4
GI:30689607	135	2
GI:79324905	582	3
GI:18406446	582	3
GI:15224814	445	4
GI:145331125	431	4
GI:42571225	497	19
GI:15224823	496	19
GI:30689617	242	8
GI:30689623	247	8
GI:18406458	409	4
GI:30689628	467	5
GI:42571227	422	5
GI:18406465	363	7
GI:18406468	594	4
GI:30689643	115	1
GI:18406472	441	4
GI:15224831	474	11
GI:145360977	155	2
GI:186507965	32	0
GI:18406480	493	2
GI:79324907	445	34
GI:18406483	415	37
GI:186507975	403	40
GI:18406488	542	9
GI:18406490	402	39
GI:42569910	409	36
GI:30689674	583	9
GI:18406495	553	9
GI:145360979	355	2
GI:238479572	332	4
GI:145360981	462	4
GI:145331127	462	4
GI:15224862	205	4
GI:15224863	204	4
GI:186508005	51	1
GI:18406507	142	1
GI:15224865	180	2
GI:15224866	188	2
GI:30689693	474	3
GI:18406515	473	3
GI:15224868	135	1
GI:15224869	250	8
GI:15224871	247	9
GI:15224873	209	7
GI:15224874	146	2
GI:30689709	413	5
GI:18406532	347	1
GI:15224877	646	4
GI:42569914	429	6
GI:15224879	506	50
GI:30689721	582	50
GI:186508045	590	49
GI:30689724	451	50
GI:145331129	397	50
GI:15224882	517	50
GI:186508048	415	50
GI:15224886	560	50
GI:42571229	422	34
GI:15224887	573	35
GI:18406554	326	2
GI:18406556	431	1
GI:18406559	170	2
GI:30689743	394	6
GI:145331131	393	6
GI:15224896	491	26
GI:15224903	490	26
GI:15224906	491	26
GI:15224908	492	26
GI:186508080	145	3
GI:145331133	145	3
GI:145360995	386	1
GI:30689765	595	15
GI:30689768	612	15
GI:30689760	596	15
GI:15224915	313	2
GI:15224916	208	50
GI:15224918	122	2
GI:15224924	372	43
GI:18406590	451	3
GI:18406593	139	2
GI:240254647	506	1
GI:18406598	93	1
GI:15224934	283	8
GI:30689795	282	8
GI:18406605	209	27
GI:15224939	368	28
GI:30689808	809	3
GI:15224948	372	1
GI:240254649	367	3
GI:15224950	202	8
GI:30689823	218	29
GI:18406621	265	6
GI:30689827	267	6
GI:145361001	500	1
GI:18406626	266	9
GI:15224960	202	4
GI:30689834	357	48
GI:15224963	357	14
GI:30689841	194	2
GI:15224964	194	2
GI:30689844	765	47
GI:15225361	226	11
GI:15225362	400	4
GI:238479579	319	2
GI:15225363	159	2
GI:145331401	159	2
GI:18406650	248	1
GI:15225365	555	50
GI:30689861	505	33
GI:18406656	930	2
GI:15225368	318	10
GI:18406661	224	2
GI:18406663	210	2
GI:186508172	65	1
GI:18406666	515	10
GI:15225381	295	21
GI:30689877	878	2
GI:145331403	502	2
GI:30689883	503	2
GI:145362201	877	24
GI:42569923	851	25
GI:240254651	629	1
GI:30689895	739	1
GI:18406687	244	3
GI:42571233	198	3
GI:15225397	754	8
GI:15225398	342	5
GI:15225399	264	19
GI:18406697	272	1
GI:15225401	82	6
GI:145331405	82	6
GI:79324909	82	6
GI:79324911	82	6
GI:15225402	222	8
GI:145361010	557	4
GI:15225412	259	10
GI:15225413	314	3
GI:186508222	30	0
GI:15225414	245	4
GI:240254653	171	2
GI:238479586	171	2
GI:15225415	239	13
GI:145362203	326	4
GI:145361012	430	4
GI:42571237	382	4
GI:15225417	640	5
GI:186508240	41	0
GI:186508246	122	14
GI:186508243	122	14
GI:18406723	134	17
GI:18406725	229	8
GI:15225431	239	2
GI:15225432	162	4
GI:18406733	511	50
GI:15225437	398	5
GI:30689972	204	3
GI:145331407	215	3
GI:15225441	425	16
GI:18406750	480	1
GI:18406752	363	4
GI:30689983	741	2
GI:15225450	520	3
GI:15225451	437	6
GI:30689992	392	1
GI:79324913	286	3
GI:79576892	289	3
GI:15225456	691	25
GI:15225457	606	46
GI:15225459	215	4
GI:79324915	186	4
GI:79595878	494	7
GI:15225469	364	25
GI:30690012	154	2
GI:238479590	125	2
GI:15225471	191	32
GI:186508333	51	1
GI:30690020	262	32
GI:15225475	317	15
GI:186508340	36	0
GI:15225477	365	3
GI:145361022	136	1
GI:30690030	915	1
GI:18406799	420	8
GI:42570428	429	3
GI:15225495	288	50
GI:145331409	487	50
GI:145361024	491	50
GI:15225499	511	33
GI:18406814	205	1
GI:18406816	240	1
GI:15225507	2946	6
GI:15225510	511	50
GI:30690062	512	50
GI:30690065	322	25
GI:15225512	512	50
GI:30690070	515	50
GI:15225518	683	50
GI:18406834	329	19
GI:15225521	324	14
GI:18406841	764	1
GI:18406843	186	3
GI:42571239	338	5
GI:18406846	152	1
GI:15225532	252	50
GI:15225534	214	50
GI:18406856	281	2
GI:18406854	539	3
GI:15225538	356	13
GI:18406863	367	1
GI:145331411	101	2
GI:15225548	723	6
GI:15225550	84	4
GI:15225552	553	8
GI:79324917	553	8
GI:18406875	446	1
GI:79324919	236	6
GI:30690116	236	6
GI:18406877	236	6
GI:15225560	631	44
GI:42569943	207	2
GI:18406885	366	6
GI:15225896	246	1
GI:79324921	195	12
GI:15225897	226	12
GI:15225898	528	49
GI:15225899	190	5
GI:42569947	523	11
GI:42571241	382	11
GI:42569949	523	11
GI:15225902	348	19
GI:30690145	348	19
GI:15225903	79	1
GI:15225904	410	2
GI:30690154	691	11
GI:30690159	463	15
GI:15225907	720	6
GI:30690163	834	49
GI:42569952	400	9
GI:18406927	239	5
GI:79577360	352	34
GI:145331413	352	4
GI:42569956	342	4
GI:145331417	301	19
GI:145331415	274	19
GI:15225913	286	27
GI:15225914	537	33
GI:18406940	256	5
GI:30690184	268	4
GI:79324923	263	4
GI:18406942	268	4
GI:79324925	210	4
GI:18406944	208	1
GI:42569958	2192	23
GI:42571243	2193	24
GI:18406950	183	14
GI:30690195	562	2
GI:15225922	590	48
GI:30690202	807	2
GI:30690206	766	2
GI:30690210	372	50
GI:18406969	347	6
